classification,bio_count,title,url,headings
roster_candidate,7,Clerkship - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/clerkship,Clerkship in Internal Medicine |
roster_candidate,7,Sub-Internship - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/sub-internship,Internal Medicine Sub-Internship |
context,0,Specialty Electives - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/specialty-electives,Inpatient and Outpatient Specialty Electives | Allergy and Immunology | Cardiology | Cystic Fibrosis | Endocrinology | Externship in Outpatient Medicine | Gastroenterology | Geriatric Medicine | Hematology Oncology | Infectious Disease | Nephrology | Outpatient Gastroenterology and Hepatology
context,0,Critical Care - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/critical-care,Critical Care Unit Rotations
context,0,Transition Courses - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/transition-courses,Transition Experiences and Courses | Standardized Patient Experience (240)-Core 2 | Clinical Skills Course (250)-Core 2 | Transition to General Internal Medicine Internship
context,0,Visiting Student Rotations - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/visiting-student-rotations,Visiting Student Rotations
context,0,Cooper Visiting Student Clerkship - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/medical-student-rotations/cooper-visiting-student-clerkship,Edward S. Cooper Visiting Student Clerkship for URMs
context,0,DOM Research Faculty - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/student-education/mentoring-and-research-opportunities/dom-research-faculty,Department of Medicine Research Faculty | Cardiovascular Research Faculty | Endocrine Research Faculty | Geriatric Research Faculty | Gastroenterology Research Faculty | Hematology-Oncology Research Faculty | Infectious Disease Research Faculty | Internal Medicine Research Faculty | Pulmonary Research Faculty | Renal Research Faculty | Rheumatology Research Faculty | Sleep Medicine
non_bio_roster_candidate,0,News Archive - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/about-us/news/news-archive,"News Archive For the Division of Endocrinology, Diabetes and Metabolism | Publications | Live Virtual Course - Foundations of Culinary Medicine for Healthcare Professionals | Endocrine Society's 2023 Early Career Forum Awards | Endocrine Society's 2023 Laureate Awards | Recent Publications | New Patient Education Videos | The Fall 2022 IDOM/DRC Seminar Series | 2022 New Endocrinology Fellows | Former and Current Fellows | Congratulations | Philadelphia Magazine's Top Docs™"
context,0,Gastroenterology and Hepatology Reading List - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/gastroenterology-elective-for-medical-student/gastroenterology-and-hepatology-reading-list,Gastroenterology and Hepatology Reading List
context,0,Make A Gift To USSP | Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/undergraduate-student-scholars-program/make-a-gift-to-ussp,Make a Gift to USSP
context,0,Division of Gastroenterology | Undergraduate Scholars Program FAQ,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/undergraduate-student-scholars-program/ussp-faqs,USSP FAQs | Undergraduate Student Scholars Program
context,0,Eligibility and Application Procedures - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/general-internal-medicine/education-and-training/penn-primary-care-research-training-program/eligibility-and-application,Eligibility and Application Procedures for Penn Primary Care Research Training Program | Eligibility | Deadline
context,0,Additional Educational Opportunities - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/general-internal-medicine/education-and-training/penn-primary-care-research-training-program/additional-educational-opportunities,Additional Education Opportunities at Penn Primary Care
context,0,Advanced Degrees - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/general-internal-medicine/education-and-training/penn-primary-care-research-training-program/advanced-degrees,Advanced Research Degrees for Primary Care
context,0,Readings for ACE Unit - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/geriatrics/education-and-training/resident-rotation-information/readings-for-ace-unit,Readings for the ACE Unit Geriatrics Rotation by Topic | Delirium | Dementia | Depression | Dizziness | Ethics/Decision Making | Falls/Gait | Nutrition/Feeding Tubes | Palliative Care | Polypharmacy | Pressure Ulcers | Sleep Evaluation & Management
context,0,Application - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/cellular-transplant-therapy-observership/application,Observership Program Application | Application Process
context,0,Fee Schedule - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/cellular-transplant-therapy-observership/fee-schedule,Fee Schedule
context,0,Health Form - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/cellular-transplant-therapy-observership/health-form,Health Form
context,0,Resources - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/cellular-transplant-therapy-observership/resources,Information and Resources
roster_candidate,22,Heme Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/cellular-transplant-therapy-observership/observership-team,Heme Team |
context,0,Kreider Ted - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/faculty-and-staff/infectious-diseases-faculty/kreider-ted,"Ted Kreider, MD, PhD."
context,0,Meet the Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/treating-tobacco-dependence-training/meet-the-team,Meet the Team
context,0,Tobacco Treatment Specialist Training Program - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/treating-tobacco-dependence-training/tobacco-treatment-specialist-training-program,Tobacco Treatment Specialist Training Program | Register | Accreditation | Contact Us
context,0,Be the SPARK - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/treating-tobacco-dependence-training/be-the-spark,Be the SPARK: Treating Tobacco Use in High-Risk Populations
context,0,Adolescent Nicotine Use - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/treating-tobacco-dependence-training/adolescent-nicotine-use,Rewired: Understanding and Addressing Adolescent Nicotine Use
context,0,News - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/about-us/news,News | 2023
context,0,Asthma Program - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/research/asthma-program,Asthma Program
context,0,Drug Allergy Program - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/research/drug-allergy-program,Drug Allergy Program | Expedited Penicillin Allergy Evaluation for Expectant Mothers | Drugs Evaluated by the Penn Drug Allergy Program | Research in Drug Allergy
context,0,Mastocytosis Program - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/research/mastocytosis-program,Mastocytosis Program | Multidisciplinary Care Team | Advanced and Personalized Diagnostics and Treatment
context,0,Guide - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/serious-illness-care-program/guide,Serious Illness Care Program Guide | Set up the conversation | Assess understanding of prognosis | Share prognosis | Explore key topics | Close the conversations | Document your conversation | Communicate with key clinicians
context,0,Ambulatory Training - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings/clinical-training/ambulatory-training,Ambulatory Care Training
context,0,Core Pulmonary Training - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings/clinical-training/pulmonary-training,Core Clinical Training in Pulmonary Medicine
context,0,Teaching Conferences - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings/clinical-training/teaching-conferences,Teaching Conferences
roster_candidate,9,Leadership Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/about-us/leadership,Cardiovascular Disease Fellowship Leadership Team |  | Program Directors | Fellowship Program Administrators | Chief Fellows | Faculty
non_bio_roster_candidate,0,Mission and Vision - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/about-us/mission-and-vision,Mission and Vision
non_bio_roster_candidate,0,How to Apply to Penn Cardiovascular Disease Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/about-us/how-to-apply,How to Apply to the Penn Cardiovascular Disease Fellowship | Interviews | Cardiovascular Fellowship Brochure | Questions?
non_bio_roster_candidate,0,Clinical Track - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/clinical-track,Clinical Track
non_bio_roster_candidate,0,Rotations - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/rotations,Rotations | Inpatient rotations include | Procedural rotations include | Cardiac imaging rotations include
non_bio_roster_candidate,0,Ambulatory Experience - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/ambulatory-experience,Ambulatory Experience
non_bio_roster_candidate,0,Cardiovascular Disease Fellowship: Research | Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/research,Research | Resources for Fellow Research | Research Collaborations
non_bio_roster_candidate,0,Curriculum and Virtual Education - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/curriculum-and-virtual-education,Fellowship Curriculum and Virtual Education | Weekly Structured Education Schedule | Innovation in Fellowship Education
non_bio_roster_candidate,0,Fellow Wellness - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/cardiovascular-disease-fellowship/our-program/fellow-wellness,Fellow Wellness | Overview | Parenting and Fellowship Training
context,0,Francis Nnenia - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/francis-nnenia,"Nnenia Francis, MD | Assistant Professor of Medicine, University of Kentucky"
context,0,Kamimoto Jorge - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/kamimoto-jorge,"Jorge Jo Kamimoto, MD | Assistant Professor of Medicine, Perelman School of Medicine"
context,0,Rivadeneira Ana - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/rivadeneira-ana,"Ana Rivadeneira, MD | Assistant Professor of Medicine, Einstein Healthcare Network"
context,0,Garcia - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/garcia,"Carolina Garcia, MZD, PhD"
context,0,Ghandour - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/ghandour,"Bachir Ghandour, MD"
context,0,Grell - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/grell,"Yendé Grell, MD"
context,0,Kang - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/kang,"Hansol Kang, MD"
context,0,Lee - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/lee,"Kate Lee Karlin, MD, MS"
context,0,Leto - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/leto,"Alexandra Leto, MD"
context,0,Silverstein - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/silverstein,"Noah Silverstein, MD, PhD"
context,0,White - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/first-year-gastroenterology-fellows/white,"Brian White, MD"
context,0,Andrew Kuang - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/andrew-kuang,"Andrew Kuang, MD"
context,0,Benjamin Rosenthal - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/benjamin-rosenthal,"Benjamin Rosenthal, MD"
context,0,Esteban Urias - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/esteban-urias,"Esteban Urias, MD"
context,0,Henry Kuang - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/henry-kuang,"Henry Kuang, MD, PHD"
context,0,Michael Song - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/michael-song,"Michael Song, MD"
context,0,Saif Zaman - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/saif-zaman,"Saif Zaman, MD"
context,0,Sohaib Hashmi - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/sohaib-hashmi,"Sohaib Hashmi, MD, PhD"
context,0,Yasmin Kamal - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/second-year-gastroenterology-fellows/yasmin-kamal,"Yasmin Kamal, MD, PhD"
context,0,Arsia Jamali - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/arsia-jamali,"Arsia Jamali, MD, MPH"
context,0,Christopher Manzella - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/christopher-manzella,"Christopher Manzella, MD, PhD"
context,0,Dilara Hatipoglu - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/dilara-hatipoglu,"Dilara Hatipoglu, MD"
context,0,Michael Shen - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/michael-shen,"Michael Shen, MD, PhD"
context,0,Rachel Hirshorn - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/rachel-hirshorn,"Rachel Hirshorn, MD | "
context,0,Sara Chapin - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-and-hepatology-fellow-profiles/third-year-gastroenterology-fellows/sara-chapin,"Sara Chapin, MD"
context,0,Panchal Sarjukumar - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/advanced-gastroenterology-fellows/advanced-endoscopy-fellows/panchal-sarjukumar,"Sarjukumar Panchal, MD, PharmD"
context,0,Allemant Pedro - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/advanced-gastroenterology-fellows/transplant-hepatology-fellow/allemant-pedro,"Pedro Ochoa Allemant, MD"
review,4,Basic Science Track Leadership Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-fellowship/basic-science-track/basic-science-track-leadership-team,Basic Science Track Leadership Team |
review,4,Clinical Epidemiology Leadership Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-fellowship/clinical-epidemiology-track/leadership,Clinical Epidemiology Leadership Team |
review,2,Clinical Scholar Track Leadership Team - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-fellowship/clinical-scholar-track/leadership,Clinical Scholar Track Leadership Team |
non_bio_roster_candidate,0,Gabrielle Aquino - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/gabrielle-aquino,"Gabrielle Aquino, MD"
non_bio_roster_candidate,0,Joseph Ladines Lim - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/joseph-ladines-lim,"Joseph Ladines Lim, MD"
non_bio_roster_candidate,0,Jung Min Seo - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/jung-min-seo,"Jung Min Seo, MD"
non_bio_roster_candidate,0,Mary Ferranti - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/mary-ferranti,"Mary Ferranti, MD"
non_bio_roster_candidate,0,Sofia Barrios - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/sofia-barrios,"Sofia Barrios, MD"
non_bio_roster_candidate,0,"Zachary M Hostetler, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/upper-year-fellows/zachary-m-hostetler,"Zachary M Hostetler, MD"
non_bio_roster_candidate,0,ONeil Jessica - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/upper-year-fellows/oneil-jessica,"Jessica O’Neil, MD"
non_bio_roster_candidate,0,"M Elle Saine, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/upper-year-fellows/m-elle-saine,"M Elle Saine, MD"
non_bio_roster_candidate,0,Infection Prevention and Antimicrobial Stewardship Track - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/id-fellowship-clinical-tracks/infection-prevention-and-antimicrobial-stewardship-track,Infection Prevention and Antimicrobial Stewardship Fellowship Track | Clinical Training | Research Experience | Mentorship | Additional Training Opportunities | Core Faculty Mentors
non_bio_roster_candidate,0,Transplant Infectious Diseases Track - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/id-fellowship-clinical-tracks/transplant-track,Transplant Infectious Diseases Fellowship Track | Clinical Training | Research Experience | Mentorship | Core Faculty Mentors
non_bio_roster_candidate,0,Critical Care Infectious Diseases Track - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/id-fellowship-clinical-tracks/critical-care-infectious-diseases-track,Critical Care Infectious Diseases Fellowship Track | Clinical Training | Long-Term Acute Care Facility | Research Experience | Mentorship | Core Faculty Mentors
non_bio_roster_candidate,0,HIV and Viral Hepatitis Track - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/id-fellowship-clinical-tracks/hiv-and-viral-hepatitis-track,HIV and Viral Hepatitis Fellowship Track | Clinical Training | Optional Clinical Opportunities | Research Experience | Mentorship | Core Faculty
non_bio_roster_candidate,0,Division of Infectious Disease | Opioid Use Disorder Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/id-fellowship-clinical-tracks/opioid-use-disorders-and-infectious-diseases,Opioid Use Disorders and Infectious Diseases Fellowship | Core Faculty
non_bio_roster_candidate,0,Clinical Rotations - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/training-and-research-opportunities-for-fellows/clinical-rotations,Clinical Rotations | HUP General Consultation Service | HUP HIV service | Outpatient HIV | Clinical Microbiology | Oncology & Transplant | Penn-Presbyterian Medical Center | Philadelphia Veterans Affairs Medical Center | Public Health | Pennsylvania Hospital | The Children's Hospital of Philadelphia Infectious Disease Inpatient Consult Service | Botswana Elective
non_bio_roster_candidate,0,Research Opportunities - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/training-and-research-opportunities-for-fellows/research-opportunities,Infectious Diseases Research Opportunities | Basic Science Training Program | The Master of Science in Clinical Epidemiology (MSCE) Degree Program | The PhD Program in Epidemiology | The Masters of Science Program in Health Policy Research | Additional Training Programs Available to ID Fellows
non_bio_roster_candidate,0,Clinical Conference Schedule - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/training-and-research-opportunities-for-fellows/conference-schedule,Infectious Diseases Clinical Conference Schedule
context,0,"Martin Akutek, MBChB - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/martin-akutek,"Martin Akutek, MBChB"
context,0,"Christopher Banach, DO - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/christopher-banach,"Christopher Banach, DO"
context,0,"Yara Bilen, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/yara-bilen,"Yara Bilen, MD"
context,0,"Justin Panthappattu, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/justin-panthappattu,"Justin Panthappattu, MD"
context,0,"Gianna Toglia, DO - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/gianna-toglia,"Gianna Toglia, DO"
context,0,"Adam Tuchinsky, DO - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/adam-tuchinsky,"Adam Tuchinsky, DO"
context,0,"Clara Wilson, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/second-year-fellows/clara-wilson,"Clara Wilson, MD"
context,0,"Stephanie Lawanto, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/medpeds-fellow/stephanie-lawanto,"Stephanie Lawanto, MD"
context,0,"Jonas Kwok, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/medpeds-fellow/kwok-jonas,"Jonas Kwok, MD"
context,0,"Clara Fischman, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/nrsa-postdoc-fellows/fishchman-clara,"Clara Fischman, MD"
context,0,"Victor Jose Martinez-Leon, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/nrsa-postdoc-fellows/martinez-leon-victor-jose,"Victor Jose Martinez-Leon, MD"
context,0,"Samer Mohandes, MD - Penn Medicine",https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs/nephrology-fellows/postdoc-researcher/samer-mohandes,"Samer Mohandes, MD"
